title,budget,revenue,popularity,vote_average,vote_count,runtime,primary_genre,season,release_year,ROI,investment_success,success_probability,investment_decision,budget_M,revenue_M
No Country for Old Men,25000000,171600000,53.645267,7.7,3003,122.0,Crime,Holiday,2007,6.864,1,94.2,Invest with confidence,25.0,171.6
Ride Along,25000000,153997819,28.468,6.1,853,99.0,Action,Off-Season,2014,6.15991276,1,73.1,Invest with confidence,25.0,154.0
Bridget Jones's Diary,25000000,281929795,35.310712,6.5,1356,97.0,Comedy,Spring,2001,11.2771918,1,90.9,Invest with confidence,25.0,281.9
Chocolat,25000000,152500343,28.727731,6.8,951,121.0,Comedy,Holiday,2000,6.10001372,1,83.9,Invest with confidence,25.0,152.5
"Legally Blonde 2: Red, White & Blonde",45000000,124914842,4.340616,5.1,377,95.0,Comedy,Summer,2003,2.7758853777777777,1,50.1,Invest with caution,45.0,124.9
Parental Guidance,25000000,119772232,14.604911,5.7,210,104.0,Comedy,Holiday,2012,4.79088928,1,23.2,Do not invest,25.0,119.8
No Strings Attached,25000000,147780440,38.688822,6.1,1331,107.0,Comedy,Off-Season,2011,5.9112176,1,86.7,Invest with confidence,25.0,147.8
Tombstone,25000000,56505065,30.537845,7.4,626,130.0,Action,Holiday,1993,2.2602026,1,62.5,Invest with caution,25.0,56.5
Romeo Must Die,25000000,91036760,19.750059,6.0,330,115.0,Action,Spring,2000,3.6414704,1,41.1,Check the details,25.0,91.0
The Omen,2800000,60922980,25.939385,7.2,476,111.0,Horror,Summer,1976,21.75820714285714,1,87.5,Invest with confidence,2.8,60.9
Final Destination 3,25000000,117719158,31.64341,5.8,974,93.0,Horror,Off-Season,2006,4.70876632,1,90.7,Invest with confidence,25.0,117.7
The Lucky One,25000000,99357138,26.811541,6.8,946,101.0,Drama,Spring,2012,3.97428552,1,79.3,Invest with confidence,25.0,99.4
Bridge to Terabithia,60000000,137587063,40.646102,7.0,1113,96.0,Adventure,Off-Season,2007,2.2931177166666665,1,65.4,Invest with caution,60.0,137.6
Finding Neverland,25000000,116766556,34.160448,7.2,1223,106.0,Drama,Off-Season,2004,4.67066224,1,81.5,Invest with confidence,25.0,116.8
The Grey,25000000,77278331,48.552871,6.4,1451,117.0,Action,Off-Season,2012,3.09113324,1,77.3,Invest with confidence,25.0,77.3
Hide and Seek,25000000,122644820,18.228538,6.1,440,101.0,Horror,Off-Season,2005,4.9057928,1,64.9,Invest with caution,25.0,122.6
Anchorman: The Legend of Ron Burgundy,26000000,90574188,29.342744,6.7,1493,94.0,Comedy,Summer,2004,3.4836226153846153,1,93.3,Invest with confidence,26.0,90.6
GoodFellas,25000000,46836394,63.654244,8.2,3128,145.0,Drama,Off-Season,1990,1.87345576,0,49.5,Check the details,25.0,46.8
Agent Cody Banks,28000000,58795814,11.859396,5.0,284,102.0,Action,Spring,2003,2.0998505,1,32.4,Do not invest,28.0,58.8
Nanny McPhee,25000000,122489822,24.356483,6.4,711,97.0,Fantasy,Off-Season,2005,4.89959288,1,55.9,Invest with caution,25.0,122.5
Scarface,25000000,65884703,70.105981,8.0,2948,170.0,Action,Holiday,1983,2.63538812,1,91.3,Invest with confidence,25.0,65.9
The Last Emperor,23000000,43984230,21.189028,7.4,355,163.0,Drama,Off-Season,1987,1.9123578260869565,0,41.7,Check the details,23.0,44.0
Contraband,25000000,63100000,31.364901,6.1,770,109.0,Thriller,Off-Season,2012,2.524,1,49.1,Check the details,25.0,63.1
There Will Be Blood,25000000,77208711,37.817905,7.9,1537,158.0,Drama,Holiday,2007,3.08834844,1,87.5,Invest with confidence,25.0,77.2
Undercover Brother,25000000,41604473,6.086083,5.5,112,86.0,Action,Spring,2002,1.66417892,0,10.9,Do not invest,25.0,41.6
The Sisterhood of the Traveling Pants,25000000,39053061,17.17372,6.3,386,119.0,Drama,Summer,2005,1.56212244,0,48.9,Check the details,25.0,39.1
Kiss of the Dragon,25000000,64437847,16.936576,6.4,298,98.0,Action,Summer,2001,2.57751388,1,43.4,Check the details,25.0,64.4
The House Bunny,25000000,70442940,25.838073,5.6,529,97.0,Romance,Summer,2008,2.8177176,1,64.6,Invest with caution,25.0,70.4
Beauty Shop,25000000,36351350,5.625632,5.4,115,105.0,Comedy,Summer,2005,1.454054,0,13.4,Do not invest,25.0,36.4
Million Dollar Arm,25000000,38307627,17.312433,6.6,259,124.0,Drama,Spring,2014,1.53230508,0,25.0,Do not invest,25.0,38.3
The Giver,25000000,66980456,53.811461,6.4,1798,94.0,Drama,Summer,2014,2.67921824,1,93.5,Invest with confidence,25.0,67.0
Jeepers Creepers 2,17000000,63102666,19.045146,5.5,299,104.0,Horror,Summer,2003,3.711921529411765,1,61.6,Invest with caution,17.0,63.1
Good Luck Chuck,25000000,59192128,21.729434,5.5,444,101.0,Comedy,Off-Season,2007,2.36768512,1,57.3,Invest with caution,25.0,59.2
Cradle 2 the Grave,25000000,56489558,12.837116,5.8,236,101.0,Action,Off-Season,2003,2.25958232,1,21.9,Do not invest,25.0,56.5
The Hours,25000000,41597830,20.953265,7.0,451,114.0,Drama,Holiday,2002,1.6639132,0,57.0,Invest with caution,25.0,41.6
She's the Man,20000000,33889159,10.81439,6.4,671,105.0,Comedy,Spring,2006,1.69445795,0,59.7,Invest with caution,20.0,33.9
Mr. Bean's Holiday,25000000,229736344,27.683874,6.1,663,90.0,Family,Spring,2007,9.18945376,1,61.9,Invest with caution,25.0,229.7
Anacondas: The Hunt for the Blood Orchid,20000000,70992898,9.855474,4.9,199,97.0,Adventure,Summer,2004,3.5496449,1,34.0,Do not invest,20.0,71.0
Blood Ties,25500000,2415472,12.756344,6.0,171,128.0,Thriller,Summer,2013,0.09472439215686275,0,20.5,Do not invest,25.5,2.4
August Rush,25000000,66122026,29.533437,7.1,797,114.0,Drama,Holiday,2007,2.64488104,1,62.2,Invest with caution,25.0,66.1
Elizabeth,30000000,82150642,14.179538,7.1,334,124.0,Drama,Off-Season,1998,2.7383547333333333,1,36.1,Check the details,30.0,82.2
Bride of Chucky,25000000,50671850,14.340095,5.5,350,89.0,Horror,Off-Season,1998,2.026874,1,53.4,Invest with caution,25.0,50.7
Tora! Tora! Tora!,25485000,29548291,9.795985,6.9,147,144.0,History,Off-Season,1970,1.1594385324700804,0,15.1,Do not invest,25.5,29.5
Spice World,25000000,100000000,6.889437,4.7,123,93.0,Adventure,Holiday,1997,4.0,1,12.4,Do not invest,25.0,100.0
The Sitter,25000000,34942188,19.428994,5.4,325,81.0,Comedy,Holiday,2011,1.39768752,0,61.5,Invest with caution,25.0,34.9
The Shawshank Redemption,25000000,28341469,136.747729,8.5,8205,142.0,Drama,Off-Season,1994,1.13365876,0,20.2,Do not invest,25.0,28.3
Crocodile Dundee in Los Angeles,21150000,39438674,6.081772,4.7,146,92.0,Adventure,Spring,2001,1.864712718676123,0,21.8,Do not invest,21.2,39.4
Kingpin,27000000,25023434,17.329269,6.7,244,113.0,Comedy,Summer,1996,0.9267938518518518,0,31.8,Do not invest,27.0,25.0
The Gambler,25000000,39171130,22.622453,5.7,543,111.0,Thriller,Holiday,2014,1.5668452,0,59.4,Invest with caution,25.0,39.2
August: Osage County,25000000,74188937,20.561682,6.9,483,121.0,Comedy,Holiday,2013,2.96755748,1,70.0,Invest with confidence,25.0,74.2
Ice Princess,25000000,27645491,13.288177,5.9,185,98.0,Drama,Spring,2005,1.10581964,0,16.4,Do not invest,25.0,27.6
A Lot Like Love,30000000,42886719,19.212552,6.5,318,107.0,Comedy,Spring,2005,1.4295573,0,42.0,Check the details,30.0,42.9
Eddie the Eagle,23000000,46152800,29.365851,7.2,661,106.0,Comedy,Off-Season,2016,2.0066434782608695,1,55.6,Invest with caution,23.0,46.2
He Got Game,25000000,21567853,10.232599,6.7,134,136.0,Drama,Spring,1998,0.86271412,0,18.5,Do not invest,25.0,21.6
Don Juan DeMarco,25000000,22200000,8.870614,6.2,183,97.0,Romance,Off-Season,1994,0.888,0,13.2,Do not invest,25.0,22.2
Dear John,25000000,114977104,19.402816,6.6,1262,115.0,Drama,Off-Season,2010,4.59908416,1,79.0,Invest with confidence,25.0,115.0
The Losers,25000000,23580000,24.903418,6.2,515,97.0,Action,Spring,2010,0.9432,0,53.3,Invest with caution,25.0,23.6
Don't Be Afraid of the Dark,25000000,36993168,14.562197,5.4,341,99.0,Fantasy,Holiday,2010,1.47972672,0,36.8,Check the details,25.0,37.0
War,25000000,40452643,18.896239,6.0,414,103.0,Action,Summer,2007,1.61810572,0,63.4,Invest with caution,25.0,40.5
Punch-Drunk Love,25000000,17000000,15.960916,6.9,530,95.0,Comedy,Off-Season,2002,0.68,0,54.4,Invest with caution,25.0,17.0
EuroTrip,25000000,20796847,25.848003,6.5,656,93.0,Comedy,Off-Season,2004,0.83187388,0,59.0,Invest with caution,25.0,20.8
The Greatest Game Ever Played,25000000,15431177,7.538513,6.9,110,120.0,Drama,Off-Season,2005,0.61724708,0,13.1,Do not invest,25.0,15.4
The Box,30000000,33333531,21.606001,5.4,597,115.0,Thriller,Off-Season,2009,1.1111177,0,49.0,Check the details,30.0,33.3
The Next Best Thing,25000000,24362772,3.707511,4.3,29,108.0,Comedy,Spring,2000,0.97451088,0,8.3,Do not invest,25.0,24.4
My Soul to Take,25000000,19829957,7.001176,5.2,147,107.0,Drama,Off-Season,2010,0.79319828,0,11.4,Do not invest,25.0,19.8
The Girl Next Door,25000000,30411183,39.784026,6.3,824,108.0,Comedy,Spring,2004,1.21644732,0,42.3,Check the details,25.0,30.4
Maximum Risk,25000000,51702483,10.115011,5.2,101,100.0,Action,Off-Season,1996,2.06809932,1,9.1,Do not invest,25.0,51.7
Legend,25000000,42972994,32.854557,6.7,973,131.0,Crime,Off-Season,2015,1.71891976,0,68.5,Invest with caution,25.0,43.0
Shark Night,28000000,10126458,8.363702,4.9,132,91.0,Horror,Off-Season,2011,0.3616592142857143,0,16.6,Do not invest,28.0,10.1
Angela's Ashes,25,13,4.88794,7.0,59,145.0,Drama,Holiday,1999,0.52,0,34.7,Do not invest,0.0,0.0
Draft Day,25000000,28831145,14.17009,6.5,304,109.0,Drama,Spring,2014,1.1532458,0,36.9,Check the details,25.0,28.8
The Conspirator,25000000,15478800,9.169271,6.2,137,122.0,Crime,Off-Season,2010,0.619152,0,13.9,Do not invest,25.0,15.5
Lords of Dogtown,25000000,13411957,8.127728,7.0,210,107.0,Drama,Summer,2005,0.53647828,0,24.0,Do not invest,25.0,13.4
The 33,25000000,24902723,10.699952,6.0,378,120.0,Drama,Summer,2015,0.99610892,0,46.8,Check the details,25.0,24.9
Big Trouble in Little China,25000000,11000000,29.796394,7.1,705,99.0,Action,Spring,1986,0.44,0,47.3,Check the details,25.0,11.0
Warrior,25000000,23057115,51.915025,7.7,1272,140.0,Action,Off-Season,2011,0.9222846,0,68.0,Invest with caution,25.0,23.1
Michael Collins,28000000,16900000,8.314624,6.7,97,132.0,Drama,Off-Season,1996,0.6035714285714285,0,11.8,Do not invest,28.0,16.9
Stop-Loss,25000000,11207130,4.002579,6.1,82,113.0,Drama,Spring,2008,0.4482852,0,10.2,Do not invest,25.0,11.2
Abandon,25000000,10719357,3.888776,4.6,45,99.0,Drama,Off-Season,2002,0.42877428,0,5.6,Do not invest,25.0,10.7
Brokedown Palace,25000000,13000000,7.296459,6.2,111,100.0,Drama,Summer,1999,0.52,0,14.3,Do not invest,25.0,13.0
The Possession,14000000,85446075,21.680424,5.8,498,92.0,Horror,Summer,2012,6.103291071428571,1,82.0,Invest with confidence,14.0,85.4
Mrs. Winterbourne,25000000,10070000,7.946769,5.3,25,105.0,Comedy,Spring,1996,0.4028,0,7.9,Do not invest,25.0,10.1
Straw Dogs,25000000,10324441,7.473455,5.5,144,110.0,Drama,Off-Season,2011,0.41297764,0,11.9,Do not invest,25.0,10.3
The Hoax,25000000,11772461,5.073536,6.4,60,116.0,Comedy,Off-Season,2006,0.47089844,0,7.5,Do not invest,25.0,11.8
The Road,32000000,27635305,41.075532,6.8,1087,111.0,Adventure,Holiday,2009,0.86360328125,0,84.2,Invest with confidence,32.0,27.6
Sheena,25000000,5778353,4.020194,5.0,22,117.0,Action,Summer,1984,0.23113412,0,5.7,Do not invest,25.0,5.8
Tank Girl,25000000,4064495,8.186936,5.5,138,98.0,Action,Spring,1995,0.1625798,0,12.6,Do not invest,25.0,4.1
Blindness,25000000,19844979,17.603823,6.4,387,121.0,Drama,Spring,2008,0.79379916,0,42.2,Check the details,25.0,19.8
BloodRayne,25000000,2405420,7.008216,3.5,118,95.0,Action,Off-Season,2005,0.0962168,0,11.0,Do not invest,25.0,2.4
Carnage,25000000,27603069,20.011435,7.0,738,80.0,Comedy,Off-Season,2011,1.10412276,0,57.6,Invest with caution,25.0,27.6
Without Limits,25000000,777423,3.849873,6.2,19,117.0,Drama,Off-Season,1998,0.03109692,0,7.0,Do not invest,25.0,0.8
Me and Orson Welles,25000000,2336172,3.593165,6.6,49,114.0,Comedy,Holiday,2009,0.09344688,0,8.8,Do not invest,25.0,2.3
The Best Offer,13500000,19255873,30.058263,7.7,704,124.0,Drama,Off-Season,2013,1.426360962962963,0,61.7,Invest with caution,13.5,19.3
The Bad Lieutenant: Port of Call - New Orleans,25000000,10589102,17.339852,6.0,326,122.0,Drama,Off-Season,2009,0.42356408,0,38.3,Check the details,25.0,10.6
Little White Lies,25000000,48531470,15.279021,7.1,380,154.0,Comedy,Off-Season,2010,1.9412588,0,39.9,Check the details,25.0,48.5
Space Dogs,25000000,6500000,5.753564,6.3,10,85.0,Family,Spring,2010,0.26,0,4.4,Do not invest,25.0,6.5
The Counselor,25000000,71009334,35.022029,5.0,712,117.0,Thriller,Off-Season,2013,2.84037336,1,45.3,Check the details,25.0,71.0
Waterloo,25000000,3052000,1.894749,7.0,31,128.0,History,Off-Season,1970,0.12208,0,9.0,Do not invest,25.0,3.1
Dangerous Liaisons,14000000,34670720,14.480628,7.0,257,119.0,Drama,Holiday,1988,2.47648,1,52.2,Invest with caution,14.0,34.7
On the Road,25000000,8784318,14.613152,5.5,301,137.0,Adventure,Spring,2012,0.35137272,0,40.9,Check the details,25.0,8.8
Star Trek IV: The Voyage Home,24000000,133000000,22.258428,6.9,477,119.0,Science Fiction,Holiday,1986,5.541666666666667,1,57.4,Invest with caution,24.0,133.0
Rocky Balboa,24000000,155721132,30.445257,6.5,835,102.0,Drama,Holiday,2006,6.4883805,1,61.5,Invest with caution,24.0,155.7
Scream 2,24000000,172363301,35.244037,6.1,840,120.0,Horror,Holiday,1997,7.181804208333333,1,89.8,Invest with confidence,24.0,172.4
Jane Got a Gun,25000000,1397284,15.333575,5.4,285,98.0,Action,Off-Season,2016,0.05589136,0,31.4,Do not invest,25.0,1.4
Think Like a Man Too,24000000,70181428,15.237142,6.4,225,105.0,Comedy,Summer,2014,2.9242261666666667,1,32.8,Do not invest,24.0,70.2
The Whole Nine Yards,41300000,106371651,23.441135,6.2,531,98.0,Comedy,Off-Season,2000,2.575584769975787,1,59.7,Invest with caution,41.3,106.4
Footloose,8200000,80035402,25.03414,6.4,505,107.0,Drama,Off-Season,1984,9.760414878048781,1,67.4,Invest with caution,8.2,80.0
Old School,24000000,87055349,24.70166,6.6,541,91.0,Comedy,Off-Season,2003,3.627306208333333,1,60.1,Invest with caution,24.0,87.1
The Fisher King,24000000,41895491,16.146572,7.2,341,137.0,Comedy,Off-Season,1991,1.7456454583333334,0,40.1,Check the details,24.0,41.9
I Still Know What You Did Last Summer,65000000,40002112,20.793026,5.1,374,100.0,Horror,Holiday,1998,0.6154171076923077,0,25.3,Do not invest,65.0,40.0
Return to Me,24000000,36609995,5.771479,6.1,67,115.0,Romance,Spring,2000,1.5254164583333334,0,7.8,Do not invest,24.0,36.6
Zack and Miri Make a Porno,24000000,42105111,27.326466,6.1,721,102.0,Comedy,Off-Season,2008,1.754379625,0,56.7,Invest with caution,24.0,42.1
The Men Who Stare at Goats,24000000,68729358,20.69219,5.9,742,93.0,Comedy,Off-Season,2009,2.86372325,1,58.8,Invest with caution,24.0,68.7
Win a Date with Tad Hamilton!,17000000,16980098,7.701041,5.5,160,95.0,Comedy,Off-Season,2004,0.9988292941176471,0,26.9,Do not invest,17.0,17.0
Muppets from Space,24000000,16290976,6.589193,5.8,92,87.0,Fantasy,Summer,1999,0.6787906666666667,0,12.0,Do not invest,24.0,16.3
The Wiz,24000000,21049053,2.753313,5.9,58,134.0,Adventure,Off-Season,1978,0.877043875,0,12.6,Do not invest,24.0,21.0
Ready to Rumble,24000000,12372410,3.113009,4.7,49,107.0,Action,Spring,2000,0.5155170833333333,0,10.3,Do not invest,24.0,12.4
Play It to the Bone,24000000,8434146,5.566203,5.7,53,124.0,Comedy,Holiday,1999,0.35142275,0,15.8,Do not invest,24.0,8.4
I Don't Know How She Does It,24000000,30551495,8.630825,5.0,141,89.0,Romance,Off-Season,2011,1.2729789583333333,0,15.0,Do not invest,24.0,30.6
Piranha 3D,24000000,83188165,23.343839,5.3,581,88.0,Comedy,Summer,2010,3.4661735416666666,1,73.5,Invest with confidence,24.0,83.2
Meet the Deedles,24000000,4562146,2.353441,4.1,19,93.0,Animation,Spring,1998,0.19008941666666668,0,9.9,Do not invest,24.0,4.6
The Thief and the Cobbler,28000000,669276,2.439184,6.8,26,72.0,Adventure,Off-Season,1993,0.023902714285714284,0,5.2,Do not invest,28.0,0.7
Faster,24000000,23081726,26.324874,6.1,568,98.0,Crime,Holiday,2010,0.9617385833333333,0,63.3,Invest with caution,24.0,23.1
Howl's Moving Castle,24000000,234710455,49.549984,8.2,1991,119.0,Fantasy,Holiday,2004,9.779602291666667,1,86.7,Invest with confidence,24.0,234.7
Zombieland,23600000,102391382,57.300674,7.2,3550,88.0,Comedy,Off-Season,2009,4.338617881355932,1,96.7,Invest with confidence,23.6,102.4
The Waterboy,23000000,185991646,23.839127,5.9,512,90.0,Comedy,Holiday,1998,8.086593304347826,1,65.2,Invest with caution,23.0,186.0
The Empire Strikes Back,18000000,538400000,78.51783,8.2,5879,124.0,Adventure,Spring,1980,29.91111111111111,1,89.1,Invest with confidence,18.0,538.4
Bad Boys,19000000,141407024,33.872182,6.5,1699,118.0,Action,Spring,1995,7.442474947368421,1,79.3,Invest with confidence,19.0,141.4
The Naked Gun 2½: The Smell of Fear,23000000,86930411,27.33256,6.6,546,85.0,Comedy,Summer,1991,3.7795830869565217,1,68.0,Invest with caution,23.0,86.9
Final Destination,23000000,53302314,38.799596,6.4,1378,98.0,Horror,Spring,2000,2.317491913043478,1,88.9,Invest with confidence,23.0,53.3
The Ides of March,12500000,75993061,20.317469,6.5,910,101.0,Drama,Off-Season,2011,6.07944488,1,84.5,Invest with confidence,12.5,76.0
Pitch Black,23000000,53187659,18.493202,6.7,1789,108.0,Thriller,Off-Season,2000,2.312506913043478,1,78.9,Invest with confidence,23.0,53.2
Her,23000000,47351251,53.682367,7.9,4097,126.0,Romance,Holiday,2013,2.058750043478261,1,95.6,Invest with confidence,23.0,47.4
Joy Ride,23000000,36642838,11.183197,6.3,325,97.0,Mystery,Off-Season,2001,1.5931668695652175,0,36.6,Check the details,23.0,36.6
The Adventurer: The Curse of the Midas Box,25000000,6399,8.842722,5.1,73,99.0,Fantasy,Holiday,2013,0.00025596,0,6.9,Do not invest,25.0,0.0
Anywhere But Here,23000000,18653615,8.976738,5.9,66,114.0,Drama,Holiday,1999,0.8110267391304348,0,8.3,Do not invest,23.0,18.7
Haywire,23000000,33372606,26.257951,5.6,505,93.0,Action,Holiday,2011,1.4509828695652174,0,51.4,Invest with caution,23.0,33.4
Jaws: The Revenge,23000000,51881013,12.777008,3.5,224,89.0,Adventure,Summer,1987,2.2556962173913044,1,35.8,Check the details,23.0,51.9
The End of the Affair,23000000,10827816,6.921263,6.6,55,102.0,Drama,Holiday,1999,0.4707746086956522,0,7.7,Do not invest,23.0,10.8
Harley Davidson and the Marlboro Man,23000000,7434726,12.869436,6.1,82,98.0,Action,Summer,1991,0.32324895652173913,0,15.0,Do not invest,23.0,7.4
In the Valley of Elah,23000000,29541790,15.676123,6.6,261,124.0,History,Summer,2007,1.284425652173913,0,28.2,Do not invest,23.0,29.5
Cheri,23000000,9366227,5.494047,5.9,56,86.0,Drama,Off-Season,2009,0.40722726086956523,0,6.9,Do not invest,23.0,9.4
Vanity Fair,23000000,16123851,6.618149,5.5,73,141.0,Drama,Off-Season,2004,0.701037,0,12.1,Do not invest,23.0,16.1
Bodyguards and Assassins,23000000,5837674,7.876883,6.5,57,139.0,Drama,Holiday,2009,0.2538119130434783,0,18.6,Do not invest,23.0,5.8
1408,25000000,94679598,35.169779,6.5,1343,104.0,Horror,Summer,2007,3.78718392,1,90.7,Invest with confidence,25.0,94.7
Spaceballs,22700000,38119483,39.890798,6.7,902,96.0,Comedy,Summer,1987,1.6792723788546255,0,83.5,Invest with confidence,22.7,38.1
The Water Diviner,22500000,15520023,22.096286,6.8,431,112.0,War,Holiday,2014,0.6897788,0,45.5,Check the details,22.5,15.5
Ghost,22000000,505000000,41.967005,6.9,1339,127.0,Fantasy,Summer,1990,22.954545454545453,1,87.7,Invest with confidence,22.0,505.0
There's Something About Mary,23000000,369884651,57.110486,6.5,1590,119.0,Romance,Summer,1998,16.08194134782609,1,86.8,Invest with confidence,23.0,369.9
The Santa Clause,22000000,189833357,16.234053,6.3,489,97.0,Fantasy,Holiday,1994,8.628788954545454,1,66.8,Invest with caution,22.0,189.8
The Rookie,20000000,75597042,11.263361,6.5,110,127.0,Drama,Spring,2002,3.7798521,1,26.9,Do not invest,20.0,75.6
The Game Plan,22000000,147880543,20.699212,6.0,428,110.0,Comedy,Off-Season,2007,6.721842863636364,1,57.5,Invest with caution,22.0,147.9
The Bridges of Madison County,24000000,182016617,17.606087,7.3,385,135.0,Drama,Spring,1995,7.584025708333333,1,45.7,Check the details,24.0,182.0
The Animal,22000000,84772742,13.786075,4.6,304,84.0,Action,Summer,2001,3.8533064545454545,1,49.2,Check the details,22.0,84.8
Gandhi,22000000,77737889,35.227212,7.4,716,191.0,Drama,Holiday,1982,3.533540409090909,1,64.3,Invest with caution,22.0,77.7
The Hundred-Foot Journey,22000000,88880821,27.898438,7.3,508,122.0,Drama,Summer,2014,4.0400373181818185,1,69.0,Invest with caution,22.0,88.9
The Net,22000000,110627965,23.218144,5.6,354,114.0,Crime,Summer,1995,5.028543863636363,1,63.0,Invest with caution,22.0,110.6
I Am Sam,22000000,92542418,26.071644,7.2,530,132.0,Drama,Holiday,2001,4.206473545454545,1,70.1,Invest with confidence,22.0,92.5
Son of God,22000000,67800064,9.175762,5.9,83,138.0,Drama,Off-Season,2014,3.081821090909091,1,20.1,Do not invest,22.0,67.8
Underworld,22000000,95708457,81.829237,6.6,2512,121.0,Fantasy,Off-Season,2003,4.350384409090909,1,87.5,Invest with confidence,22.0,95.7
Derailed,22000000,57479076,17.7091,6.1,319,108.0,Drama,Holiday,2005,2.6126852727272727,1,44.4,Check the details,22.0,57.5
The Informant!,22000000,35424826,17.772518,6.0,301,108.0,Drama,Off-Season,2009,1.6102193636363635,0,39.9,Check the details,22.0,35.4
Deuce Bigalow: European Gigolo,22000000,22400154,10.259461,4.7,225,83.0,Comedy,Summer,2005,1.0181888181818182,0,36.9,Check the details,22.0,22.4
Delivery Man,26000000,51164106,30.114383,6.2,551,105.0,Comedy,Off-Season,2013,1.9678502307692307,0,56.8,Invest with caution,26.0,51.2
Saving Silverman,22000000,19351569,12.887673,5.4,154,90.0,Comedy,Off-Season,2001,0.8796167727272727,0,23.4,Do not invest,22.0,19.4
Diary of a Wimpy Kid: Dog Days,22000000,77112176,13.410919,6.0,223,94.0,Comedy,Summer,2012,3.505098909090909,1,44.4,Check the details,22.0,77.1
Jay and Silent Bob Strike Back,22000000,33788161,21.865021,6.4,480,104.0,Comedy,Summer,2001,1.5358255,0,70.0,Invest with confidence,22.0,33.8
The Glass House,30000000,23619609,9.448517,5.4,201,106.0,Drama,Off-Season,2001,0.7873203,0,16.3,Do not invest,30.0,23.6
"Hail, Caesar!",22000000,63647656,39.006187,5.7,1309,106.0,Comedy,Off-Season,2016,2.893075272727273,1,83.5,Invest with confidence,22.0,63.6
Homefront,22000000,43058898,35.737655,6.4,875,100.0,Action,Holiday,2013,1.9572226363636365,0,75.8,Invest with confidence,22.0,43.1
The Little Vampire,22000000,13555988,4.365196,6.1,77,95.0,Family,Off-Season,2000,0.6161812727272727,0,14.4,Do not invest,22.0,13.6
RoboCop 3,22000000,10696210,14.725467,4.2,305,104.0,Action,Spring,1993,0.4861913636363636,0,40.5,Check the details,22.0,10.7
The Transporter Refueled,25000000,72629670,25.002715,5.2,559,96.0,Thriller,Off-Season,2015,2.9051868,1,52.7,Invest with caution,25.0,72.6
Black Book,21000000,26193068,13.906611,7.2,277,145.0,Drama,Off-Season,2006,1.2472889523809523,0,33.4,Do not invest,21.0,26.2
Joyeux Noël,22000000,17709155,13.960945,7.2,212,116.0,Romance,Holiday,2005,0.8049615909090909,0,19.7,Do not invest,22.0,17.7
Hit & Run,2000000,14400000,16.668854,5.5,224,100.0,Action,Summer,2012,7.2,1,84.8,Invest with confidence,2.0,14.4
Before I Go to Sleep,22000000,15447154,48.784734,6.2,659,92.0,Mystery,Off-Season,2014,0.7021433636363636,0,41.8,Check the details,22.0,15.4
Sorcerer,22000000,12000000,9.088209,7.4,98,121.0,Action,Summer,1977,0.5454545454545454,0,19.7,Do not invest,22.0,12.0
Stone,22000000,9479718,12.445176,5.2,192,105.0,Drama,Off-Season,2010,0.4308962727272727,0,24.4,Do not invest,22.0,9.5
Out of the Furnace,22000000,15400000,29.230298,6.5,720,116.0,Thriller,Holiday,2013,0.7,0,53.2,Invest with caution,22.0,15.4
Michael Clayton,25000000,92991835,18.961323,6.5,501,119.0,Drama,Off-Season,2007,3.7196734,1,54.4,Invest with caution,25.0,93.0
Underdogs,22000000,24000000,14.866351,6.0,122,106.0,Animation,Summer,2013,1.0909090909090908,0,25.7,Do not invest,22.0,24.0
To Rome with Love,17000000,73244881,15.013386,5.6,546,111.0,Romance,Spring,2012,4.308522411764706,1,59.1,Invest with caution,17.0,73.2
Firefox,18000000,70687344,8.700565,5.5,139,136.0,Science Fiction,Summer,1982,3.9270746666666665,1,36.1,Check the details,18.0,70.7
Death at a Funeral,9000000,46,20.410354,6.9,497,90.0,Comedy,Off-Season,2007,5.1111111111111115e-06,0,71.5,Invest with confidence,9.0,0.0
Teenage Mutant Ninja Turtles III,21000000,42000000,10.207065,5.1,184,96.0,Action,Spring,1993,2.0,1,24.6,Do not invest,21.0,42.0
Hardball,32000000,40222729,5.683281,6.3,123,106.0,Comedy,Off-Season,2001,1.25696028125,0,9.8,Do not invest,32.0,40.2
Silver Linings Playbook,21000000,205738714,63.599973,6.9,4742,122.0,Drama,Off-Season,2012,9.797081619047619,1,94.3,Invest with confidence,21.0,205.7
Freedom Writers,21000000,41170784,17.746981,7.5,356,123.0,Crime,Off-Season,2007,1.9605135238095237,0,42.9,Check the details,21.0,41.2
The Transporter,21000000,43928932,34.433521,6.6,1692,92.0,Action,Off-Season,2002,2.091853904761905,1,78.8,Invest with confidence,21.0,43.9
Never Back Down,20000000,41627431,26.21425,6.4,497,115.0,Drama,Spring,2008,2.08137155,1,61.3,Invest with caution,20.0,41.6
The Rage: Carrie 2,21000000,17762705,4.781538,5.1,76,104.0,Horror,Spring,1999,0.8458430952380952,0,21.7,Do not invest,21.0,17.8
Away We Go,17000000,14899417,10.13559,6.7,189,98.0,Drama,Summer,2009,0.876436294117647,0,27.4,Do not invest,17.0,14.9
Swing Vote,21000000,17600000,5.815881,5.8,65,120.0,Drama,Summer,2008,0.8380952380952381,0,17.7,Do not invest,21.0,17.6
